income_group,country,countrycode,delta,labor_share,ky_ratio,hc_growth,tfp_growth,lfp,lfp_male,lfp_female,gdppc,gdp_pc_level,inv_gdp,inv_gdp_weo,gdp_growth,gdppc_growth,gns_gdp,cab_gdp,fdi_gdp,debt_gdp,poverty_215,poverty_365,poverty_685,gini,pop_growth_2024,pop_growth_2030,watp_2024,watp_2030
High income,New Caledonia,NCL,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,0.6521399999999999,0.70307,0.60261,,,0.20726224780082703,,,,,-0.10154487192630768,0.07584235817193985,,,,,,0.009507221169769764,0.007584521546959877,0.6726774751870476,0.6618358980027765
High income,New Zealand,NZL,0.039214085787534714,0.5544352531433105,3.095522165298462,0.0032805283553898335,-0.0020431659650057554,0.83429,0.87116,0.79745,46280.0,40660.77734375,0.24685674905776978,0.22788666188716888,0.02518158033490181,0.008460844866931438,-0.03095841594040394,-0.04283387213945389,0.014421042986214161,,,,,,0.007915487512946129,0.004959805402904749,0.6468557199693744,0.6350290132928353
Lower middle income,Nicaragua,NIC,0.041810452938079834,0.5201038718223572,4.927903175354004,0.011031167581677437,-0.0007935969042591751,0.68158,0.8365900000000001,0.53176,2510.0,1984.8319091796875,0.26747235655784607,0.2700033485889435,0.026336902752518654,0.013229173608124256,-0.07408949732780457,-0.010913722217082977,0.06751755625009537,0.8515976071357727,0.066,0.157,0.465,0.462,0.013468713499605656,0.011297446675598621,0.6570753814320837,0.6717186471785715
Low income,Niger,NER,0.04713377356529236,0.3908874988555908,3.937242269515991,0.005900039803236723,0.006333005614578724,0.73298,0.8509300000000001,0.61052,660.0,523.8858032226562,0.2954387366771698,0.2003049999475479,0.05334487929940224,0.019215071573853493,-0.1332317441701889,-0.13379399478435516,0.044000137597322464,0.33613190054893494,0.605,0.797,0.961,0.32899999999999996,0.03281014785170555,0.02942744269967079,0.508045998484227,0.5304648722287527
Lower middle income,Nigeria,NGA,0.02819855511188507,0.31155726313591003,8.815670013427734,0.01549692265689373,0.01542244665324688,0.8336,0.84774,0.8190900000000001,1250.0,2502.65234375,0.1507091522216797,0.33349499106407166,0.017040353268384933,-0.005406604148447514,0.012852982617914677,0.007286629639565945,0.005141039378941059,0.2816620469093323,0.342,0.551,0.887,0.35100000000000003,0.020829778164625168,0.01935025490820408,0.5593749238155308,0.5876212451452201
Upper middle income,North Macedonia,MKD,0.04031408950686455,0.5248128175735474,4.414557456970215,0.00804363377392292,0.0014869102742522955,0.6593800000000001,0.7782800000000001,0.54254,8360.0,5351.6171875,0.27050188183784485,,0.021445339545607567,0.028207316994667053,-0.019278235733509064,-0.021520962938666344,0.04319741204380989,0.8002161383628845,0.039,0.07400000000000001,0.205,0.335,-0.004811749327927828,-0.006257311441004276,0.6515250336120119,0.6431456354417466
High income,Northern Mariana Islands,MNP,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,,0.00232781283557415,0.017868483439087868,,,,,,,,,-0.019347289577126503,-0.004155527800321579,0.6824572299700751,0.6582625344022975
High income,Norway,NOR,0.04131775349378586,0.3842278718948364,4.189478397369385,0.0040872106328606606,-0.007876577787101269,0.80389,0.8253499999999999,0.78148,98280.0,91593.40625,0.1947564333677292,0.2400766760110855,0.01526844035834074,0.007139595225453377,0.08921936899423599,0.10729525983333588,0.009870506823062897,,0.003,0.004,0.006999999999999999,0.26899999999999996,0.010363087989389896,0.003041400108486414,0.6502601019248081,0.6421235502399201
High income,Oman,OMN,0.03425923362374306,0.3026687204837799,6.719275951385498,0.005804792046546936,0.001797617063857615,0.69922,0.88893,0.32171,19280.0,14500.111328125,0.2615632116794586,0.2783333361148834,0.01990039087831974,-0.007830951362848282,-0.01800450310111046,-0.07705377787351608,0.04763185605406761,,,,,,0.044973861426115036,0.014256742782890797,0.7264107538372345,0.7400638718812806
Lower middle income,Pakistan,PAK,0.07844241708517075,0.4958328306674957,1.5295096635818481,-0.0045150103978812695,0.0022091122809797525,0.54931,0.83191,0.25765,1430.0,1489.6815185546875,0.14119338989257812,0.14948000013828278,0.036111682653427124,0.02018040232360363,-0.02432892471551895,-0.023079177364706993,0.006283990573137999,0.3872535526752472,0.165,0.447,0.884,0.29600000000000004,0.015095987357199192,0.016553780063986778,0.5903444124962346,0.6108778950897553
High income,Palau,PLW,0.04230361059308052,0.7712670564651489,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,0.32752665877342224,-0.01784650608897209,-0.017921745777130127,,-0.30490007996559143,0.17687249183654785,,,,,,-0.0018067872151732445,-0.0036191337276250124,0.7041338193325988,0.6915573204419889
High income,Panama,PAN,0.033658467233181,0.32837456464767456,5.306027889251709,0.005889605730772018,-0.006507478654384613,0.7060599999999999,0.82637,0.58473,17960.0,15069.20703125,0.4106731414794922,0.44577500224113464,0.03789253905415535,0.02303415536880493,-0.09058518707752228,-0.03722895681858063,0.048180993646383286,,0.037000000000000005,0.07200000000000001,0.198,0.489,0.012662499211728573,0.010499375872313976,0.6575196259525637,0.6599057461032424
Lower middle income,Papua New Guinea,PNG,0.04731427878141403,0.36625123023986816,3.8872413635253906,0.010007699951529503,0.0022091122809797525,0.52791,0.54113,0.51403,2940.0,,0.24913693964481354,,0.028864964842796326,0.007283502258360386,0.09315051138401031,0.137406125664711,0.0068544358946383,0.49715864658355713,0.522,0.6940000000000001,0.9209999999999999,0.419,0.017826072871685028,0.015422447584569454,0.6305587911087612,0.6430400590776216
Upper middle income,Paraguay,PRY,0.03322384133934975,0.44494813680648804,4.593380451202393,0.009890677407383919,0.0029845857061445713,0.7433799999999999,0.85624,0.6292300000000001,6290.0,5774.16845703125,0.19462373852729797,0.22338832914829254,0.026874316856265068,0.01363330613821745,0.006789462175220251,-0.0033860804978758097,0.013300279155373573,0.6061362624168396,0.026000000000000002,0.061,0.23199999999999998,0.444,0.012343894690275192,0.010273557156324387,0.6487442981847853,0.6528391888485063
Upper middle income,Peru,PER,0.04095591604709625,0.4005337655544281,4.764402389526367,0.0022241610568016768,-0.0013500001514330506,0.76736,0.8402299999999999,0.6950799999999999,7490.0,6608.98974609375,0.24655906856060028,0.18842333555221558,0.022254247218370438,0.009484591893851757,-0.028757145628333092,-0.012941515073180199,0.02795523591339588,0.33738386631011963,0.059000000000000004,0.11699999999999999,0.38299999999999995,0.40700000000000003,0.010937871411442757,0.008411584421992302,0.6680147253564094,0.6720087484403441
Lower middle income,Philippines,PHL,0.04637725278735161,0.4490565359592438,3.9439704418182373,0.011611269786953926,0.003822578815743327,0.63174,0.74252,0.5206000000000001,4470.0,3664.791015625,0.22493568062782288,0.24757999181747437,0.04561939463019371,0.03461015969514847,0.01410743873566389,-0.011477264575660229,0.02398132160305977,0.2777726352214813,0.053,0.16899999999999998,0.5870000000000001,0.39299999999999996,0.008256024681031704,0.0074967253021895885,0.6663999839887669,0.6933174748028141
High income,Poland,POL,0.05264929309487343,0.5479691624641418,2.5415468215942383,0.00475328927859664,0.007343664299696684,0.74837,0.80316,0.6929500000000001,21560.0,15011.3828125,0.2027340829372406,0.1838066726922989,0.03577784448862076,0.03968634083867073,-0.022272396832704544,-0.00501262117177248,0.036998070776462555,,0.003,0.005,0.015,0.289,-0.005786227993667126,-0.004659498576074839,0.6505081669959893,0.6450597761995648
High income,Portugal,PRT,0.03355637192726135,0.6172574162483215,7.357240676879883,0.007910172455012798,-0.0010920559288933873,0.77805,0.8000499999999999,0.75709,26620.0,24824.0078125,0.143606036901474,0.18869833648204803,0.02052617259323597,0.017677301540970802,-0.010652218945324421,0.004338034428656101,0.03591359406709671,,0.002,0.004,0.027999999999999997,0.363,-0.0005222470499575138,-0.001891903579235077,0.6266792994057481,0.6028111557680143
High income,Puerto Rico (U.S.),PRI,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,0.54147,0.6443000000000001,0.44659,25930.0,,0.20726224780082703,0.14958499372005463,-0.005351536441594362,0.005906788166612387,,,,,,,,,5.582777885138057e-05,-0.007628888823091984,0.636526418448685,0.6208253303160002
High income,Qatar,QAT,0.06278643012046814,0.17671850323677063,5.6713762283325195,0.009078179486095905,-0.045834578573703766,0.88556,0.96313,0.65114,76720.0,59149.484375,0.37469011545181274,,0.014068364165723324,-0.014309702441096306,0.15653805434703827,0.09249252825975418,-0.0032761311158537865,,0.0,0.0,0.0,0.35100000000000003,0.02300920896232128,0.010410946793854237,0.8325343956530967,0.8289432733668195
High income,Romania,ROU,0.057748980820178986,0.4995279312133789,3.541195869445801,0.0060591003857553005,0.011781224049627781,0.66634,0.76059,0.57027,17600.0,11238.65625,0.2827655076980591,0.2700716555118561,0.03232286497950554,0.03663176670670509,-0.03394346684217453,-0.052188582718372345,0.02838924154639244,,0.015,0.027999999999999997,0.086,0.32299999999999995,-0.005422585178166628,-0.006057000253349543,0.6430323646148784,0.6459615718439498
High income,Russian Federation,RUS,0.03674551844596863,0.5291459560394287,7.050748825073242,0.0012167784152552485,0.014890330843627453,0.7550100000000001,0.7995699999999999,0.71327,15320.0,9988.9794921875,0.22805704176425934,0.2948016822338104,0.014772334136068821,0.015117999166250229,0.03612043708562851,0.04461370408535004,0.007532158866524696,,0.002,0.004,0.022000000000000002,0.35100000000000003,-0.0042725554667413235,-0.002784530632197857,0.6554418329519726,0.6519355202475487
Low income,Rwanda,RWA,0.04848053306341171,0.7410100698471069,2.028607130050659,0.012243498116731644,0.009794007986783981,0.65838,0.71596,0.60439,1040.0,886.1410522460938,0.23488476872444153,0.25963667035102844,0.06649591773748398,0.04382586106657982,-0.09957706928253174,-0.11481724679470062,0.025917720049619675,0.7943206429481506,0.638,0.7859999999999999,0.932,0.43700000000000006,0.021417684853076935,0.01937893033027649,0.5871313404949221,0.6038252013886977
Upper middle income,Samoa,WSM,0.04398830607533455,0.4845505356788635,4.414557456970215,0.00804363377392292,0.0014869102742522955,0.45694,0.5812700000000001,0.33255,4650.0,,0.24559888243675232,,0.018461421132087708,0.00985343661159277,,-0.02157861366868019,0.009015892632305622,0.460988849401474,0.045,0.115,0.494,0.387,0.006239064037799835,0.006495330948382616,0.5565488408146978,0.5787875904704797
High income,San Marino,SMR,0.04230361059308052,0.6181733012199402,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,0.23587998747825623,0.02763047255575657,0.023489151149988174,,0.03908833861351013,,,,,,,-0.0045161559246480465,0.0005929088220000267,0.6533307525088591,0.6237774879971549
High income,Saudi Arabia,SAU,0.0630437508225441,0.27961787581443787,4.303133487701416,0.012706376612186432,-0.03638418763875961,0.65268,0.81947,0.358,35570.0,19800.552734375,0.24785223603248596,0.3220883309841156,0.02833210676908493,0.0062619601376354694,0.08933901786804199,0.01840762235224247,0.014005295932292938,,,,,,0.020780032500624657,0.014337023720145226,0.7323057538041706,0.7355670010789384
Lower middle income,Senegal,SEN,0.059783998876810074,0.523302435874939,3.9688923358917236,0.01310637779533863,-0.023526979610323906,0.51789,0.65157,0.3826,1680.0,1381.044921875,0.23231591284275055,0.2745966613292694,0.05229949951171875,0.02549801766872406,-0.06823841482400894,-0.10792075842618942,0.06542094051837921,1.3014620542526245,0.179,0.373,0.7859999999999999,0.36200000000000004,0.02320585958659649,0.02180974930524826,0.5819991093387847,0.6022577454822917
Upper middle income,Serbia,SRB,0.05486477166414261,0.6368544697761536,4.757336616516113,0.01067696139216423,0.013860869221389294,0.72425,0.79062,0.6607299999999999,11570.0,6545.4375,0.19252732396125793,0.23912833631038666,0.03261179104447365,0.04055510461330414,-0.06278502941131592,-0.04376032575964928,0.06594794243574142,0.6023915410041809,0.02,0.032,0.10300000000000001,0.32799999999999996,-0.005475453566759825,-0.007073745131492615,0.630029307254993,0.6176990182104393
High income,Seychelles,SYC,0.05833452194929123,0.5460877418518066,4.144360065460205,0.005804792046546936,0.001797617063857615,,,,17460.0,16319.400390625,0.4044441878795624,0.25683000683784485,0.042557492852211,0.014165983535349369,-0.1963900625705719,-0.0725545734167099,0.09785556048154831,,0.006999999999999999,0.013999999999999999,0.084,0.321,0.01909729838371277,0.004833634942770004,0.7150979347255183,0.7053906887132789
Low income,Sierra Leone,SLE,0.0590817853808403,0.5961245894432068,1.457534670829773,0.010691025294363499,0.018309149891138077,0.54583,0.56597,0.5257999999999999,840.0,653.36328125,0.2142474204301834,0.20969334244728088,0.03226471319794655,0.009410364553332329,-0.24132047593593597,-0.08598833531141281,0.03055652044713497,0.3714911639690399,0.415,0.65,0.915,0.35700000000000004,0.02122689224779606,0.018114976584911346,0.5866856977056008,0.609017223356959
High income,Singapore,SGP,0.05870509147644043,0.43946778774261475,4.271639347076416,0.009117957204580307,0.0036119078285992146,0.7688200000000001,0.82513,0.7059099999999999,74750.0,58343.6484375,0.2717953622341156,0.23303666710853577,0.03123096004128456,0.021365374326705933,0.16785576939582825,0.17732860147953033,0.2626829147338867,,,,,,0.007451239041984081,0.004534772131592035,0.7465762302810154,0.7112022087823222
High income,Sint Maarten (Dutch part),SXM,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,,0.0032393697183579206,-0.013489948585629463,,-0.06697314232587814,0.020807528868317604,,,,,,0.013960899785161018,0.009607638232409954,0.7092190401494793,0.683124507613775
High income,Slovak Republic,SVK,0.04865478351712227,0.5317507982254028,4.937575817108154,0.006305996794253588,0.013292782939970493,0.76498,0.8007500000000001,0.7283700000000001,23900.0,20992.759765625,0.18398474156856537,0.20784834027290344,0.02358843944966793,0.02352534420788288,-0.013433970510959625,-0.02874138019979,0.023291919380426407,,0.006999999999999999,0.017,0.066,0.24100000000000002,-0.0020490146707743406,-0.0027813364285975695,0.6570139843586777,0.6429063431328125
High income,Slovenia,SVN,0.04547341167926788,0.6326939463615417,6.491064071655273,0.005320918746292591,0.008350475691258907,0.76708,0.7976399999999999,0.73378,31640.0,27549.365234375,0.1693345606327057,0.21725499629974365,0.028348498046398163,0.02527569979429245,0.04099409282207489,0.04814712703227997,0.029636038467288017,,0.0,0.001,0.002,0.243,0.00014207854110281914,-0.002176807727664709,0.6351273058694343,0.620938218809732
Lower middle income,Solomon Islands,SLB,0.04731427878141403,0.4958328306674957,3.8872413635253906,0.010007699951529503,0.0022091122809797525,0.85831,0.87339,0.84265,2080.0,,0.24913693964481354,0.2336300015449524,0.021135423332452774,-0.0072251674719154835,,-0.05824983865022659,0.023300496861338615,0.31779080629348755,0.40299999999999997,0.629,0.907,0.371,0.023707835003733635,0.021753571927547455,0.5939083103230233,0.616802818995288
Low income,Somalia,SOM,0.04769023880362511,0.5202069878578186,2.2917304039001465,0.010602852329611778,0.0005836357595399022,0.34784,0.47944000000000003,0.21735,600.0,306.0224609375,0.15225447714328766,,0.04663827642798424,0.011219114065170288,-0.08942624926567078,,0.055588897317647934,0.27559182047843933,,,,,0.03482154756784439,0.029554150998592377,0.5081518369757807,0.5184648783567686
Upper middle income,South Africa,ZAF,0.05134329944849014,0.5428898334503174,3.7782483100891113,0.012045742943882942,-0.006775792688131332,0.6282,0.68084,0.5774900000000001,6100.0,6115.32763671875,0.17512549459934235,0.13744500279426575,0.006567694712430239,-0.007522806990891695,-0.033157479017972946,-0.011875505559146404,0.018725218251347542,0.43547916412353516,0.312,0.445,0.662,0.63,0.01249514240771532,0.009648761712014675,0.6742569289465644,0.6707766419387267
Low income,South Sudan,SSD,0.04769023880362511,0.5202069878578186,2.2917304039001465,0.010602852329611778,0.0005836357595399022,,,,,,0.20545710623264313,0.2545883357524872,-0.11421476304531097,-0.1028004065155983,,-0.05347494035959244,1.2502291610871907e-05,,0.765,0.88,0.976,0.44,0.03927924484014511,0.019461335614323616,0.5809085404723451,0.6181687716773461
High income,Spain,ESP,0.037610772997140884,0.5944926142692566,6.161749362945557,0.007096357177942991,-0.002649223431944847,0.74588,0.78491,0.70628,33410.0,33635.36328125,0.15561260282993317,0.21138334274291992,0.02063954994082451,0.015712643042206764,0.0030543734319508076,0.01958293840289116,0.031169254332780838,,0.008,0.01,0.024,0.336,-2.197822686866857e-05,-0.001579159521497786,0.6593281123721318,0.6404218399675307
Lower middle income,Sri Lanka,LKA,0.06350483000278473,0.38077279925346375,3.73699688911438,0.0015713709872215986,-0.0013606107095256448,0.54888,0.74803,0.35916,3860.0,4225.1064453125,0.2677140235900879,,0.011656774207949638,0.006324551533907652,-0.03438636288046837,-0.018757743760943413,0.010048117488622665,0.7370854616165161,0.027000000000000003,0.115,0.5329999999999999,0.377,0.0057275244034826756,0.004102783743292093,0.6586577365583566,0.6561112627625636
High income,St. Kitts and Nevis,KNA,0.034359659999608994,0.5460877418518066,10.753951072692871,0.005804792046546936,0.001797617063857615,,,,22310.0,,0.20726224780082703,0.27000001072883606,0.008647643029689789,0.00917142629623413,,-0.09410257637500763,0.052294645458459854,,,,,,0.0018162204651162028,0.00036073889350518584,0.7058471916828555,0.6863516781940848
Upper middle income,St. Lucia,LCA,0.03696352243423462,0.4845505356788635,4.820250511169434,0.00804363377392292,0.0014869102742522955,0.75529,0.8051600000000001,0.7056399999999999,12800.0,,0.24559888243675232,0.20715166628360748,0.01655201055109501,0.013383457437157631,,-0.04180557280778885,0.05349947139620781,0.4469916522502899,0.001,0.003,0.078,0.43700000000000006,0.00255689793266356,0.0008660611929371953,0.7284630598603009,0.7144042633553798
High income,St. Martin (French part),MAF,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,,,,,,,,,,,,-0.051685500890016556,-0.02498665079474449,0.6025680278617628,0.5558957561948163
Upper middle income,St. Vincent and the Grenadines,VCT,0.02588435634970665,0.4845505356788635,8.311578750610352,0.00804363377392292,0.0014869102742522955,0.74497,0.83955,0.64461,11020.0,,0.24559888243675232,0.2537049949169159,0.02198166213929653,0.02863217145204544,,-0.14290671050548553,0.10240068286657333,0.5861657857894897,,,,,-0.0070021431893110275,-0.005693269427865744,0.6681740478651507,0.6708102750474931
Low income,Sudan,SDN,0.0401422493159771,0.6345337629318237,3.1637625694274902,0.006498468574136496,-0.009452419355511665,,,,720.0,1969.1199951171875,0.054574914276599884,,-0.054813969880342484,-0.08100807666778564,-0.05768786743283272,-0.1234005019068718,0.024714453145861626,0.5659533143043518,0.10099999999999999,0.26,0.732,0.342,0.00808373186737299,0.02237829938530922,0.5622693529128572,0.5734623356348719
Upper middle income,Suriname,SUR,0.08175977319478989,0.45805999636650085,5.572695732116699,0.00804363377392292,0.0014869102742522955,0.60249,0.69757,0.5049,5870.0,,0.24559888243675232,0.3657466471195221,-0.01315030362457037,-0.022921305149793625,,-0.011295821517705917,0.011800907552242279,1.1714591979980469,0.022000000000000002,0.046,0.209,0.392,0.008778533898293972,0.007326382678002119,0.6646152221439368,0.6619635049271277
High income,Sweden,SWE,0.04612135887145996,0.6101550459861755,4.895010948181152,0.003686873009428382,0.0017502405680716038,0.84048,0.8577400000000001,0.82235,58820.0,59878.49609375,0.21503585577011108,0.25716498494148254,0.018895531073212624,0.010268782265484333,0.04305621236562729,0.04565298184752464,0.04159832373261452,,0.013000000000000001,0.013999999999999999,0.017,0.316,0.005246604792773724,0.002781260060146451,0.6226745189662033,0.6253067695658396
High income,Switzerland,CHE,0.05322406068444252,0.6534616947174072,4.673139572143555,0.002369689056649804,0.0037448948714882135,0.84021,0.8770399999999999,0.80246,95900.0,82937.625,0.2682412266731262,0.26244667172431946,0.01720738597214222,0.007381625473499298,0.08510603755712509,0.05656442418694496,-0.02883262000977993,,0.0,0.001,0.002,0.33799999999999997,0.005779965780675411,0.0027791254688054323,0.6503013736523312,0.6257587585501779
Low income,Syrian Arab Republic,SYR,0.06591986864805222,0.5202069878578186,0.4226081371307373,0.00920274667441845,0.0005836357595399022,0.3972,0.6527,0.14249,,1056.7286376953125,0.22366012632846832,,-0.009295009076595306,-0.026150163263082504,-0.13840894401073456,,,0.24385711550712585,0.165,0.39299999999999996,0.879,0.266,0.04468095302581787,0.02327345311641693,0.6609485250322324,0.6695182500474561
Lower middle income,São Tomé and Príncipe,STP,0.06185852736234665,0.7383179664611816,2.78873872756958,0.010007699951529503,0.0022091122809797525,0.23524,0.24065,0.2299,2770.0,,0.24913693964481354,0.2087533324956894,0.02279377356171608,0.004809424746781588,,-0.19631794095039368,0.09864577651023865,0.6690558791160583,0.13,0.305,0.7,0.40700000000000003,0.020004654303193092,0.018956540152430534,0.5827143563736406,0.601356191023361
High income,"Taiwan, China",TWN,0.06226292997598648,0.6509206295013428,4.407692909240723,0.010071072727441788,0.011463893577456474,,,,,,0.20726224780082703,0.26406165957450867,,,,,,,,,,,-0.004435019101947546,-0.004786456469446421,0.6911491455013151,0.6575974714419465
Lower middle income,Tajikistan,TJK,0.024998800829052925,0.4363262355327606,14.523880958557129,-0.0009580470505170524,0.06357506662607193,0.42718000000000006,0.52808,0.33182,1650.0,1173.7919921875,0.07436692714691162,0.23693999648094177,0.07086619734764099,0.04799332842230797,-0.052572473883628845,0.023910831660032272,0.023891406133770943,0.561309278011322,0.133,0.298,0.742,0.34,0.019173230975866318,0.01613396406173706,0.598869268059856,0.6170865966173554
Lower middle income,Tanzania,TZA,0.03912278264760971,0.582648754119873,3.8301799297332764,0.007702580187469721,-0.0072942255064845085,0.84949,0.8819199999999999,0.81785,1200.0,1039.876953125,0.3287774324417114,0.4027666747570038,0.051117267459630966,0.02041509374976158,-0.07474596798419952,-0.03726012259721756,0.01937774568796158,0.4376031160354614,0.513,0.7,0.915,0.405,0.02874266728758812,0.026803262531757355,0.544188908435551,0.558225331900422
Upper middle income,Thailand,THA,0.06957446038722992,0.4378435015678406,4.071815013885498,0.009193704463541508,0.0017838728381320834,0.75235,0.82267,0.68408,7120.0,6646.71142578125,0.24640138447284698,0.2015950083732605,0.019124191254377365,0.017077885568141937,0.045119114220142365,0.04185307398438454,0.016394179314374924,0.3753127455711365,0.0,0.002,0.10099999999999999,0.335,-0.00048021055408753455,-0.001419633161276579,0.6988776345418599,0.6770899684619911
Lower middle income,Timor-Leste,TLS,0.04731427878141403,0.4958328306674957,3.8872413635253906,0.010007699951529503,0.0022091122809797525,0.6631,0.71585,0.60925,1560.0,1231.0849609375,0.3920307755470276,0.186039999127388,0.010926024988293648,-0.006054177414625883,0.8259449601173401,0.01649307832121849,-0.03465379774570465,0.1477866917848587,0.442,0.716,0.96,0.287,0.011743363924324512,0.014377732761204243,0.610638509022317,0.6446401494402734
Low income,Togo,TGO,0.04674762859940529,0.5007608532905579,3.134664535522461,0.011812927201390266,0.016753865405917168,0.59136,0.60961,0.5728,1010.0,630.535888671875,0.22816750407218933,0.2884916663169861,0.04763733223080635,0.02347019501030445,-0.0675436332821846,-0.03402979299426079,0.003650081343948841,0.3680201768875122,0.34700000000000003,0.556,0.87,0.379,0.022413667291402817,0.020644990727305412,0.5726074252182197,0.5892968375697687
Upper middle income,Tonga,TON,0.04398830607533455,0.4845505356788635,4.414557456970215,0.00804363377392292,0.0014869102742522955,0.53982,0.6546299999999999,0.44549999999999995,,,0.24559888243675232,,0.014424177818000317,0.01654118485748768,,-0.06355834007263184,0.0108560249209404,0.3861607015132904,0.004,0.018000000000000002,0.267,0.271,-0.004042693413794041,-0.002045480767264962,0.5788117167664182,0.6043381142722783
High income,Trinidad and Tobago,TTO,0.0335717648267746,0.3381960093975067,5.62117862701416,0.0030371099710464478,-0.012575263157486916,0.67045,0.75177,0.58861,20000.0,,0.20726224780082703,,-0.019826432690024376,-0.02152085490524769,,0.05904750898480415,-0.01564655639231205,,0.032,0.09,0.305,0.402,0.0032218298874795437,-0.0008929294999688864,0.6986134927375087,0.6829943236276148
Lower middle income,Tunisia,TUN,0.04306744784116745,0.5609004497528076,3.3227086067199707,0.01731293275952339,0.0014827136183157563,0.51191,0.7245900000000001,0.30515000000000003,3900.0,4213.189453125,0.22418943047523499,0.10052666813135147,0.00765625387430191,-0.0008649200317449868,-0.08076588809490204,-0.0766550824046135,0.016981028020381927,0.8564705848693848,0.006999999999999999,0.024,0.207,0.337,0.00626519275829196,0.0036043250001966953,0.6643141720090617,0.6736259380041815
Upper middle income,Turkmenistan,TKM,0.04858286678791046,0.4845505356788635,5.461977958679199,0.00804363377392292,0.0014869102742522955,0.50575,0.48601,0.52477,8390.0,,0.24559888243675232,,0.056847069412469864,0.03585301339626312,,,0.04201169312000275,0.06461852788925171,0.35100000000000003,0.556,0.846,0.408,0.01750641129910946,0.010912066325545311,0.6396289224689284,0.6541180267926819
High income,Turks and Caicos Islands,TCA,0.02853412926197052,0.5460877418518066,7.2750654220581055,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,,0.10104720294475555,0.07270429283380508,,0.14199265837669373,0.012879080139100552,,,,,,0.007268210407346487,0.005485613830387592,0.7267726095692443,0.6994384350781218
Upper middle income,Tuvalu,TUV,0.04398830607533455,0.4845505356788635,4.414557456970215,0.00804363377392292,0.0014869102742522955,,,,,,0.24559888243675232,,0.03781432285904884,0.05030609667301178,,0.10243930667638779,0.005002221558243036,,0.09,0.212,0.606,0.391,-0.017470385879278183,-0.006170818582177162,0.603856720750609,0.5992815694943354
Upper middle income,Türkiye,TUR,0.05705101042985916,0.4255647361278534,3.374753475189209,0.012691490352153778,-0.0010282909497618675,0.59965,0.78129,0.41455,13150.0,12078.4921875,0.2793434262275696,0.2557399868965149,0.04637223854660988,0.03611525148153305,-0.042890310287475586,-0.023493530228734016,0.013883078470826149,0.4469851553440094,0.005,0.012,0.10800000000000001,0.445,0.002326875226572156,0.003061082912608981,0.682669114485188,0.6867578163999957
Low income,Uganda,UGA,0.03858647868037224,0.5202069878578186,2.926826238632202,0.02405291050672531,0.0005836357595399022,0.8199200000000001,0.86288,0.7781,1020.0,779.1036987304688,0.24385744333267212,0.24815499782562256,0.04718944802880287,0.015401587821543217,-0.05915362015366554,-0.0684298649430275,0.03752383589744568,0.3976600766181946,0.598,0.763,0.9359999999999999,0.42700000000000005,0.02753731608390808,0.02412823587656021,0.5426841707830492,0.5661835654846383
Upper middle income,Ukraine,UKR,0.025748804211616516,0.5583688020706177,18.85358238220215,0.0026251478120684624,0.0004966527922078967,,,,5220.0,2297.968994140625,0.17575319111347198,0.2143416553735733,-0.025049502030014992,-0.003958436194807291,-0.03925915062427521,-0.01330232061445713,0.02387991175055504,0.9747489094734192,0.0,0.002,0.113,0.256,0.0033702861983329058,-0.007805877365171909,0.6714901549110059,0.6731689209056639
High income,United Arab Emirates,ARE,0.03622863441705704,0.5460877418518066,7.513891220092773,0.01645682007074356,0.001797617063857615,0.78881,0.90518,0.55564,49500.0,40468.4609375,0.20942436158657074,0.28683000802993774,0.028785638511180878,-0.001194825628772378,0.10253215581178665,,0.03936581313610077,,0.0,0.0,0.006,0.264,0.03554246202111244,0.011215925216674805,0.8212206005751814,0.8173735019713952
High income,United Kingdom,GBR,0.03908064588904381,0.5951213240623474,4.911809921264648,0.0031688441522419453,-0.0018439741106703877,0.77077,0.80669,0.73512,48610.0,43171.52734375,0.18146127462387085,0.17097000777721405,0.013308749534189701,0.006423494312912226,-0.01530778780579567,-0.03239251300692558,0.0260626208037138,,0.005,0.005,0.01,0.324,0.006606121547520161,0.004437779076397419,0.6331518593453518,0.6324491710914103
High income,United States,USA,0.04788793623447418,0.5683026909828186,3.2358741760253906,0.0029754803981631994,0.00451917527243495,0.73729,0.78307,0.68928,83660.0,55621.5078125,0.21942071616649628,0.21730832755565643,0.024386217817664146,0.018058836460113525,-0.030004944652318954,-0.027916884049773216,0.01657766103744507,,0.012,0.015,0.02,0.418,0.0056589641608297825,0.00450786342844367,0.647466928651531,0.6336633822745467
